"coverage","age","wage","cit","mar","educ","race"
"Coverage",49,137000,"Citizen","Married","Graduate Degree","White"
"Coverage",50,0,"Citizen","Married","HS Degree","Black"
"Coverage",33,60000,"Citizen","Married","HS Degree","White"
"Coverage",80,0,"Citizen","Married","HS Degree","White"
"Coverage",54,220000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",27,35000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",26,3100,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",58,0,"Citizen","Married","HS Degree","White"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",29,1700,"Citizen","Married","HS Degree","White"
"Coverage",43,32100,"Non-citizen","Married","HS Degree","White"
"Coverage",50,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",65,10000,"Citizen","Married","Less than HS","White"
"Coverage",65,3300,"Citizen","Married","HS Degree","White"
"Coverage",57,0,"Citizen","Married","HS Degree","White"
"Coverage",74,0,"Citizen","Married","HS Degree","White"
"Coverage",50,19000,"Citizen","Never Married","HS Degree","Black"
"Coverage",29,30000,"Citizen","Married","HS Degree","White"
"Coverage",66,0,"Citizen","Widowed","HS Degree","White"
"Coverage",53,1700,"Citizen","Never Married","HS Degree","Black"
"Coverage",22,0,"Citizen","Never Married","HS Degree","White"
"Coverage",70,0,"Citizen","Married","HS Degree","White"
"Coverage",45,0,"Citizen","Never Married","HS Degree","White"
"Coverage",74,0,"Citizen","Married","HS Degree","White"
"Coverage",78,0,"Citizen","Married","HS Degree","White"
"Coverage",42,12000,"Non-citizen","Married","HS Degree","White"
"Coverage",41,7800,"Citizen","Married","HS Degree","White"
"Coverage",59,71000,"Citizen","Married","Graduate Degree","White"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",85,0,"Citizen","Widowed","HS Degree","White"
"Coverage",47,20000,"Citizen","Never Married","HS Degree","Black"
"Coverage",70,0,"Citizen","Married","HS Degree","Black"
"Coverage",26,32000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",36,70000,"Non-citizen","Married","Undergraduate Degree","Asian"
"Coverage",31,5700,"Citizen","Never Married","HS Degree","Black"
"Coverage",24,10000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",30,70000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",27,125000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",29,80000,"Citizen","Married","Graduate Degree","White"
"Coverage",52,8000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",49,50000,"Citizen","Married","HS Degree","Black"
"Coverage",44,100000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",35,82000,"Citizen","Married","HS Degree","White"
"Coverage",57,130000,"Citizen","Divorced","Graduate Degree","White"
"Coverage",51,150000,"Citizen","Married","Graduate Degree","White"
"Coverage",47,150000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",74,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,0,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",43,10500,"Citizen","Married","HS Degree","Black"
"Coverage",33,24000,"Citizen","Married","HS Degree","Black"
"Coverage",27,35000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",58,0,"Citizen","Separated","Less than HS","Black"
"Coverage",53,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",19,3000,"Citizen","Never Married","HS Degree","White"
"Coverage",85,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",63,0,"Citizen","Married","Graduate Degree","White"
"Coverage",77,0,"Citizen","Married","Less than HS","White"
"Coverage",71,0,"Citizen","Married","HS Degree","White"
"Coverage",33,50000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",40,800,"Citizen","Married","HS Degree","White"
"Coverage",62,0,"Citizen","Married","Less than HS","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",79,0,"Citizen","Widowed","HS Degree","White"
"Coverage",19,24000,"Citizen","Never Married","HS Degree","White"
"Coverage",55,52000,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",70,10000,"Citizen","Married","HS Degree","Black"
"Coverage",65,28000,"Citizen","Divorced","Less than HS","Black"
"Coverage",20,600,"Citizen","Never Married","HS Degree","White"
"Coverage",37,27000,"Citizen","Married","HS Degree","Black"
"Coverage",42,21500,"Citizen","Married","HS Degree","White"
"Coverage",66,22300,"Citizen","Married","Undergraduate Degree","White"
"Coverage",35,80000,"Citizen","Married","Graduate Degree","White"
"Coverage",64,29100,"Citizen","Married","HS Degree","White"
"Coverage",42,47000,"Citizen","Married","Graduate Degree","White"
"Coverage",35,0,"Citizen","Married","HS Degree","White"
"Coverage",29,20000,"Citizen","Married","HS Degree","White"
"Coverage",54,24000,"Citizen","Married","HS Degree","White"
"Coverage",26,19000,"Citizen","Never Married","HS Degree","Black"
"Coverage",65,17700,"Citizen","Married","Undergraduate Degree","White"
"Coverage",18,1500,"Citizen","Never Married","HS Degree","Black"
"Coverage",51,0,"Citizen","Married","Graduate Degree","White"
"Coverage",60,0,"Citizen","Married","Graduate Degree","White"
"Coverage",76,19100,"Citizen","Divorced","HS Degree","White"
"Coverage",63,0,"Citizen","Married","HS Degree","Black"
"Coverage",50,115000,"Citizen","Married","HS Degree","White"
"Coverage",60,0,"Citizen","Divorced","Less than HS","Black"
"Coverage",41,70000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",33,54000,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",81,0,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",56,40000,"Citizen","Married","HS Degree","White"
"Coverage",44,50000,"Citizen","Married","HS Degree","Nat. Hawaiian/Pac. Isl."
"Coverage",36,67000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",84,0,"Citizen","Married","HS Degree","White"
"Coverage",64,0,"Citizen","Married","HS Degree","Black"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",41,0,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",53,20000,"Citizen","Married","Less than HS","Asian"
"Coverage",76,0,"Citizen","Married","Less than HS","White"
"Coverage",23,8800,"Citizen","Never Married","HS Degree","Black"
"Coverage",48,28000,"Citizen","Married","HS Degree","White"
"Coverage",49,40600,"Citizen","Married","HS Degree","White"
"Coverage",39,100000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",51,0,"Citizen","Married","HS Degree","White"
"Coverage",56,178000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",52,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",50,50000,"Citizen","Married","Graduate Degree","White"
"Coverage",86,0,"Citizen","Married","HS Degree","White"
"Coverage",42,0,"Citizen","Married","HS Degree","Asian"
"Coverage",65,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",56,27000,"Citizen","Never Married","HS Degree","Asian"
"Coverage",24,1600,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",28,18000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",77,0,"Citizen","Married","HS Degree","White"
"Coverage",55,6000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",16,800,"Citizen","Never Married","Less than HS","Black"
"Coverage",57,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",76,0,"Citizen","Divorced","Graduate Degree","White"
"Coverage",22,740,"Citizen","Never Married","HS Degree","Black"
"Coverage",43,31000,"Citizen","Married","HS Degree","White"
"Coverage",38,9400,"Citizen","Married","HS Degree","Black"
"Coverage",29,0,"Citizen","Married","HS Degree","Black"
"Coverage",45,25000,"Non-citizen","Separated","HS Degree","White"
"Coverage",39,44700,"Citizen","Separated","HS Degree","Black"
"Coverage",60,15000,"Citizen","Never Married","Less than HS","Black"
"Coverage",26,0,"Citizen","Married","Less than HS","White"
"Coverage",65,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",63,0,"Citizen","Never Married","HS Degree","White"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",54,76000,"Citizen","Married","HS Degree","Black"
"Coverage",64,53000,"Citizen","Married","HS Degree","White"
"Coverage",47,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",39,9600,"Non-citizen","Married","HS Degree","White"
"Coverage",29,55000,"Citizen","Married","HS Degree","White"
"Coverage",19,0,"Citizen","Never Married","HS Degree","White"
"Coverage",52,55000,"Citizen","Married","HS Degree","White"
"Coverage",73,0,"Citizen","Married","Graduate Degree","Asian"
"Coverage",33,20000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",58,65000,"Citizen","Married","Graduate Degree","White"
"Coverage",37,65000,"Citizen","Married","Graduate Degree","White"
"Coverage",50,60000,"Citizen","Married","HS Degree","White"
"Coverage",21,0,"Non-citizen","Never Married","HS Degree","Asian"
"Coverage",27,70000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",24,25000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",76,0,"Citizen","Married","HS Degree","White"
"Coverage",51,0,"Citizen","Married","Graduate Degree","Black"
"Coverage",44,419000,"Citizen","Married","Graduate Degree","White"
"Coverage",29,21300,"Citizen","Never Married","HS Degree","Black"
"Coverage",39,110000,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",68,120000,"Citizen","Married","Graduate Degree","White"
"Coverage",19,8000,"Citizen","Never Married","HS Degree","White"
"Coverage",23,0,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",46,0,"Citizen","Married","HS Degree","White"
"Coverage",57,0,"Citizen","Married","HS Degree","White"
"Coverage",40,0,"Non-citizen","Married","Less than HS","Other"
"Coverage",49,140000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",21,40000,"Citizen","Married","HS Degree","White"
"Coverage",29,80000,"Citizen","Married","HS Degree","White"
"Coverage",36,30000,"Non-citizen","Married","HS Degree","Black"
"Coverage",43,35000,"Citizen","Married","HS Degree","Asian"
"Coverage",71,0,"Citizen","Married","Graduate Degree","White"
"Coverage",75,4,"Citizen","Widowed","HS Degree","White"
"Coverage",25,0,"Citizen","Never Married","Less than HS","White"
"Coverage",21,0,"Citizen","Never Married","HS Degree","White"
"Coverage",78,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",48,98000,"Citizen","Divorced","HS Degree","White"
"Coverage",23,30600,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",30,10000,"Citizen","Separated","HS Degree","White"
"Coverage",35,37200,"Citizen","Married","HS Degree","White"
"Coverage",24,0,"Citizen","Never Married","HS Degree","White"
"Coverage",18,14900,"Citizen","Never Married","HS Degree","Black"
"Coverage",55,32000,"Citizen","Married","HS Degree","Black"
"Coverage",92,0,"Citizen","Widowed","Less than HS","White"
"Coverage",60,0,"Citizen","Separated","Less than HS","Black"
"Coverage",26,20800,"Citizen","Never Married","HS Degree","Black"
"Coverage",59,13000,"Citizen","Never Married","HS Degree","Black"
"Coverage",34,34500,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",18,10200,"Citizen","Never Married","HS Degree","White"
"Coverage",40,0,"Citizen","Married","Graduate Degree","White"
"Coverage",60,24000,"Citizen","Married","HS Degree","Asian"
"Coverage",42,20000,"Citizen","Married","HS Degree","White"
"Coverage",54,120000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",44,35000,"Citizen","Married","HS Degree","Black"
"Coverage",75,0,"Citizen","Married","Less than HS","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","Asian"
"Coverage",59,30000,"Citizen","Married","Graduate Degree","White"
"Coverage",21,24000,"Citizen","Married","HS Degree","White"
"Coverage",39,100000,"Non-citizen","Divorced","Graduate Degree","Asian"
"Coverage",82,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",46,55000,"Citizen","Married","HS Degree","White"
"Coverage",44,12500,"Citizen","Never Married","HS Degree","Black"
"Coverage",19,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",59,34700,"Citizen","Divorced","HS Degree","White"
"Coverage",26,68000,"Citizen","Never Married","Graduate Degree","Asian"
"Coverage",29,45000,"Citizen","Never Married","HS Degree","Black"
"Coverage",41,15500,"Citizen","Never Married","HS Degree","Black"
"Coverage",68,0,"Citizen","Married","Graduate Degree","White"
"Coverage",43,19900,"Citizen","Never Married","HS Degree","Black"
"Coverage",27,0,"Citizen","Never Married","HS Degree","White"
"Coverage",55,10400,"Citizen","Divorced","HS Degree","Black"
"Coverage",76,0,"Citizen","Widowed","HS Degree","White"
"Coverage",26,15000,"Citizen","Married","HS Degree","Black"
"Coverage",85,0,"Citizen","Married","Less than HS","White"
"Coverage",19,13000,"Citizen","Never Married","HS Degree","Black"
"Coverage",77,0,"Citizen","Married","HS Degree","White"
"Coverage",68,15300,"Citizen","Married","HS Degree","White"
"Coverage",61,44000,"Citizen","Married","HS Degree","White"
"Coverage",23,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",35,35000,"Citizen","Married","HS Degree","Two or More"
"Coverage",17,20000,"Citizen","Never Married","Less than HS","White"
"Coverage",25,65000,"Citizen","Never Married","HS Degree","White"
"Coverage",60,44000,"Citizen","Married","HS Degree","Black"
"Coverage",69,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,45000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",52,419000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",33,95000,"Non-citizen","Married","Graduate Degree","Asian"
"Coverage",63,47700,"Citizen","Divorced","Less than HS","Black"
"Coverage",32,100000,"Citizen","Married","HS Degree","White"
"Coverage",54,35000,"Citizen","Married","HS Degree","Black"
"Coverage",17,600,"Citizen","Never Married","Less than HS","White"
"Coverage",44,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",24,0,"Citizen","Married","Less than HS","White"
"Coverage",23,18000,"Citizen","Never Married","HS Degree","Black"
"Coverage",46,23200,"Citizen","Married","HS Degree","White"
"Coverage",19,700,"Citizen","Never Married","HS Degree","White"
"Coverage",18,1000,"Citizen","Never Married","HS Degree","White"
"Coverage",27,24000,"Citizen","Separated","Less than HS","Other"
"Coverage",75,0,"Citizen","Married","Graduate Degree","White"
"Coverage",50,70000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",62,0,"Citizen","Married","HS Degree","White"
"Coverage",26,16000,"Citizen","Never Married","HS Degree","White"
"Coverage",81,0,"Citizen","Divorced","Graduate Degree","White"
"Coverage",39,0,"Citizen","Married","HS Degree","White"
"Coverage",85,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",51,95000,"Citizen","Married","Graduate Degree","White"
"Coverage",68,0,"Citizen","Never Married","Graduate Degree","White"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",55,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",92,0,"Citizen","Widowed","Less than HS","White"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",65,9700,"Citizen","Married","HS Degree","White"
"Coverage",73,0,"Citizen","Married","HS Degree","White"
"Coverage",54,1000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","Black"
"Coverage",44,24000,"Citizen","Married","HS Degree","White"
"Coverage",57,0,"Citizen","Married","HS Degree","Black"
"Coverage",61,71000,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",63,16000,"Citizen","Divorced","HS Degree","White"
"Coverage",43,20800,"Citizen","Married","HS Degree","White"
"Coverage",61,0,"Citizen","Divorced","HS Degree","White"
"Coverage",47,419000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",86,0,"Citizen","Widowed","HS Degree","White"
"Coverage",62,0,"Citizen","Divorced","HS Degree","White"
